"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","비디오물제작업","03_10_05_P","3780000","CDFF1241072026000004","2026-02-01","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 야탑동 ***-**","경기도 성남시 분당구 장미로**번길 *, *층 *호 (야탑동)","13506","베프 스튜디오(BF STUDIO)","2026-02-01 15:51:28","I","2026-02-03 00:20:01","","211460.687399681","434567.155961423","비디오물제작업","","0","","광고 영화 및 비디오물 제작업","10","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"2","비디오물제작업","03_10_05_P","5710000","CDFF1241072025000016","2025-12-19","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 오창읍 각리 ***-* *층","충청북도 청주시 청원구 오창읍 과학산업*로 *-*, *층","28125","주식회사 다이버시티랩","2026-02-01 15:46:46","U","2026-02-03 02:40:00","","237536.60854487","355148.429506015","비디오물제작업","","0","","동영상제작서비스","118","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"3","비디오물제작업","03_10_05_P","4610000","CDFF1241072026000001","2026-02-02","","01","영업/정상","13","영업중","","","","","","","","충청남도 예산군 예산읍 예산리 ***-*","충청남도 예산군 예산읍 임성로**번길 *","32436","영상제작 오이","2026-02-02 14:26:20","I","2026-02-04 00:20:02","","186407.743388141","353153.612497171","비디오물제작업","","0","","영상, 방송프로그램","39.26","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"4","비디오물제작업","03_10_05_P","3180000","CDFF1241072026000006","2026-02-02","","01","영업/정상","13","영업중","","","","","02-786-9601","","","서울특별시 영등포구 여의도동 **-* 기독교한국침례회총회빌딩","서울특별시 영등포구 국회대로**길 **, 기독교한국침례회총회빌딩 *층 (여의도동)","07238","(주)씨드젠","2026-02-02 09:51:44","I","2026-02-04 00:20:02","","193002.335058486","447607.318958343","비디오물제작업","","0","","비디오물","1115.52","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"5","비디오물제작업","03_10_05_P","3150000","CDFF1241072026000013","2021-09-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 ***-** ***호","서울특별시 강서구 마곡중앙*로 **, ***호 (마곡동)","07807","프로덕션큰달","2026-02-02 11:24:54","I","2026-02-04 00:20:02","","184517.238084937","450700.675002247","비디오물제작업","","0","","광고 영상 및 온라인 콘텐츠 영상","9.9","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"6","비디오물제작업","03_10_05_P","4050000","CDFF1241072026000007","2026-02-02","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 보정동 ***-* ***호","경기도 용인시 기흥구 용구대로****번길 **, ***호 (보정동)","16905","주식회사 롤로랜드","2026-02-02 13:22:58","I","2026-02-04 00:20:02","","209251.800395019","423385.280729674","비디오물제작업","","0","","비디오물","33","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"7","비디오물제작업","03_10_05_P","3000000","CDFF1241072026000007","2026-02-02","","01","영업/정상","13","영업중","","","","","070-8098-0319","","","서울특별시 종로구 사직동 ***-**","서울특별시 종로구 사직로 **, *층 ***호 (사직동)","03167","링키프로젝트","2026-02-02 18:06:06","I","2026-02-04 00:20:02","","197026.596585695","452422.331054691","비디오물제작업","","0","","영상","62.81","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"8","비디오물제작업","03_10_05_P","3510500","CDFF1241072026000001","2026-02-02","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 도화동 **-*","인천광역시 미추홀구 숙골로**번길 ***-**, *층 (도화동)","22102","렉앤롤(Rec N Roll)","2026-02-02 17:42:09","I","2026-02-04 00:20:02","","169595.421148092","440602.787171553","비디오물제작업","","0","","유튜브 동영상","149.4","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"9","비디오물제작업","03_10_05_P","3220000","CDFF1241072026000026","2026-02-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 청담동 ** 청담빌딩","서울특별시 강남구 선릉로 ***, 청담빌딩 **층 ***호 (청담동)","06069","주식회사 나이스원플러스","2026-02-02 17:43:34","I","2026-02-04 00:20:02","","203588.048190661","446183.368328818","비디오물제작업","","0","","유튜브, 온라인 등 광고,홍보 영상물 제작","7.95","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"10","비디오물제작업","03_10_05_P","3090000","CDFF1241072026000001","2026-02-02","","01","영업/정상","13","영업중","","","","","02-3778-2700","","","서울특별시 도봉구 창동 *-* 창동 아우르네 ***호","서울특별시 도봉구 마들로**길 **, 창동 아우르네 *층 ***호 (창동)","01411","주식회사 모색","2026-02-02 10:10:52","I","2026-02-04 00:20:02","","204167.266663896","461439.392577545","비디오물제작업","","0","","비디오물","25.35","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
