"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","유흥주점영업","07_23_02_P","3010000","3010000-102-2022-00004","2022-12-26","","01","영업/정상","01","영업","","","","","","95.86","100-013","서울특별시 중구 충무로3가 25-10","서울특별시 중구 수표로6길 27, 지하1층 (충무로3가)","04555","갤러리","2022-12-23 14:41:49","I","2026-02-03 00:20:01","노래클럽","199213.943116361","451187.602817241","노래클럽","1","1","학교정화(상대)","","","0","0","0","0","0","","0","0","Y","95.86","","","",
"2","유흥주점영업","07_23_02_P","5670000","5670156-102-2026-00002","2026-02-02","","01","영업/정상","01","영업","","","","","","141.04","631-060","경상남도 창원시 마산합포구 중성동 81-6","경상남도 창원시 마산합포구 불종거리로 31-1, 2층 (중성동)","51729","연노래주점","2026-02-02 16:46:55","I","2026-02-04 00:20:02","기타","343461.365901722","190927.344685106","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","141.04","","","",
"3","유흥주점영업","07_23_02_P","5530000","5740000-102-2022-00003","2022-07-22","","01","영업/정상","01","영업","","","","","","126.50","","경기도 화성시 만세구 남양읍 남양리 2077-4","경기도 화성시 만세구 남양읍 역골로 9-13, 3층 304호","","써니","2022-11-17 11:36:50","I","2026-02-04 01:35:23","노래클럽","184657.434919852","410971.321240931","노래클럽","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","126.5","","","",
"4","유흥주점영업","07_23_02_P","5530000","5740000-102-2022-00004","2022-08-01","","01","영업/정상","01","영업","","","","","","106.86","","경기도 화성시 만세구 향남읍 평리 80-5 에쓰뻬랑스 203호","경기도 화성시 만세구 향남읍 평3길 15, 에쓰뻬랑스 203호","","찐노래광장","2022-08-01 16:13:06","I","2026-02-04 01:35:23","기타","191802.058384477","403280.412569937","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","106.86","","","",
"5","유흥주점영업","07_23_02_P","5530000","5740000-102-2020-00007","2020-04-14","","01","영업/정상","01","영업","","","","","","95.63","","경기도 화성시 만세구 향남읍 구문천리 925-9","경기도 화성시 만세구 향남읍 발안공단로 90, 3층","","모카노래광장","2024-01-30 16:34:47","I","2026-02-04 01:35:23","룸살롱","191873.383492744","398363.493171173","룸살롱","0","0","","","","0","0","0","0","0","","0","0","Y","95.63","","","",
"6","유흥주점영업","07_23_02_P","5530000","5740000-102-2022-00007","2022-09-02","","01","영업/정상","01","영업","","","","","","273.60","","경기도 화성시 만세구 향남읍 하길리 1467-3 메인탑프라자 502, 503호","경기도 화성시 만세구 향남읍 발안양감로 205, 메인탑프라자 502, 503호","","링코노래타운 향남점","2022-10-26 13:43:08","I","2026-02-04 01:35:23","기타","192175.570936614","401562.747105647","기타","0","0","","","","0","0","0","0","0","","0","0","Y","273.6","","","",
"7","유흥주점영업","07_23_02_P","5530000","5740000-102-2022-00008","2022-09-07","","01","영업/정상","01","영업","","","","","","191.35","","경기도 화성시 만세구 향남읍 하길리 1467-4 502호","경기도 화성시 만세구 향남읍 발안양감로 201, 502호","","2지구노래광장","2022-09-07 08:09:08","I","2026-02-04 01:35:23","기타","192136.215961832","401577.068900693","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","Y","191.35","","","",
"8","유흥주점영업","07_23_02_P","5530000","5770000-102-2007-00017","2007-12-31","","03","폐업","02","폐업","2020-12-14","","","","031 80032357","120.00","","경기도 화성시 동탄구 반송동  103-8 타래프라자 302호","경기도 화성시 동탄구 동탄중심상가1길 30, 302호 (반송동, 타래프라자)","","놀이터","2020-12-14 11:31:37","I","2026-02-04 01:35:23","룸살롱","206342.43569043","411073.815018077","룸살롱","0","0","","","","0","0","0","0","0","","0","0","Y","120","","","",
"9","유흥주점영업","07_23_02_P","5530000","5770000-102-2022-00011","2022-12-19","","01","영업/정상","01","영업","","","","","","87.40","","경기도 화성시 동탄구 반송동  88-5 성진빌딩","경기도 화성시 동탄구 동탄중심상가2길 31, 성진빌딩 6층 604호 (반송동)","","오후","2024-12-05 10:12:23","I","2026-02-04 01:35:23","룸살롱","206464.861252666","411602.535321804","룸살롱","0","0","유흥업소밀집지역","","상수도전용","0","0","0","0","0","","0","0","Y","87.4","","","",
"10","유흥주점영업","07_23_02_P","5530000","5770000-102-2023-00003","2023-05-19","","03","폐업","02","폐업","2025-09-15","","","","","893.75","","경기도 화성시 동탄구 오산동  962-31 주건축물제1동 지1일부호","경기도 화성시 동탄구 동탄대로11길 83, 센트럴스타 주건축물제1동 지하1층 B-01호~B-22호호 (오산동)","","클럽234","2025-09-15 17:12:59","I","2026-02-04 01:35:23","기타","208622.33308041","409284.353165193","기타","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","Y","893.75","","","",
