사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
리크루트퍼스트코리아 주식회사,,법인,198516.189192966,451641.738076021,2026-04-16 03:03:03,U,20,영업중,2026-04-15 13:25:21,2023-08-01,,서울특별시 중구 수하동 66 FERRUM TOWER,2024301020214500003,3010000,"서울특별시 중구 을지로5길 19, FERRUM TOWER 23층 S23006호 (수하동)",04539,01,영업/정상,유료,02-6030-8106
(주)더이음에이치알,,법인,192696.265266716,447151.961704536,2026-04-16 03:03:03,U,20,영업중,2026-04-15 14:05:40,2018-04-16,,서울특별시 영등포구 여의도동 17-9 더하우스 소호 여의도 오피스텔 305호,2018318019714500011,3180000,"서울특별시 영등포구 의사당대로 26, 더하우스 소호 여의도 오피스텔 305호 (여의도동)",07236,01,영업/정상,유료,
에스엠아이,,개인,190479.902194476,442751.419539641,2026-04-16 03:03:03,U,20,영업중,2026-04-15 14:56:36,2015-11-20,,,2015316016014500026,3160000,"서울특별시 구로구 디지털로33길 55, 1203-1호 (구로동, 이앤씨벤처드림타워2차)",08376,01,영업/정상,유료,02-6925-0081
주식회사 파인에이치알,,법인,190822.851419439,442253.132895893,2026-04-16 03:03:03,U,20,영업중,2026-04-15 13:05:08,2017-09-20,,서울특별시 구로구 구로동 222-3 제이앤케이디지털타워,2019316016014500021,3160000,"서울특별시 구로구 디지털로26길 111, 제이앤케이디지털타워 1810호 (구로동)",08390,01,영업/정상,유료,
그래인력공사,,개인,190010.450922538,442760.271395665,2026-04-16 03:03:03,U,20,영업중,2026-04-15 16:30:32,2023-04-17,,서울특별시 구로구 구로동 748-8,2023316016014500005,3160000,"서울특별시 구로구 도림로 27-1, 2층 (구로동)",08320,01,영업/정상,유료,
에이치알프로컨설팅,,개인,190779.824680954,442527.527966789,2026-04-16 03:03:03,U,20,영업중,2026-04-15 16:09:36,2024-01-08,,서울특별시 구로구 구로동 188-25 지밸리비즈플라자,2024316016014500001,3160000,"서울특별시 구로구 디지털로 300, 지밸리비즈플라자 1236호 (구로동)",08379,01,영업/정상,유료,
주식회사 더라이징스타헤딩,,법인,203435.754087512,443724.244046572,2026-04-16 03:03:03,U,20,영업중,2026-04-15 15:33:22,2016-09-07,,서울특별시 강남구 역삼동 769,2016322016314500040,3220000,"서울특별시 강남구 논현로 340, 402호 (역삼동)",06227,01,영업/정상,유료,02-6925-6713
주식회사 아람인테크,,법인,203372.036181772,443913.729321223,2026-04-16 03:03:03,U,20,영업중,2026-04-15 13:48:07,2025-08-05,,서울특별시 강남구 역삼동 727-8 운기빌딩,2025322025014500027,3220000,"서울특별시 강남구 논현로 416, 운기빌딩 7층 (역삼동)",06224,01,영업/정상,유료,02-552-1919
(주)맨파워써치,,법인,204027.169768655,444567.421853232,2026-04-16 03:03:03,U,20,영업중,2026-04-15 15:06:33,2025-04-11,,서울특별시 강남구 역삼동 707-24 한신인터밸리24,2025322025014500013,3220000,"서울특별시 강남구 테헤란로 322, 한신인터밸리24 동관동 1616호,1617호 (역삼동)",06211,01,영업/정상,유료,
워크맨그룹 주식회사,,법인,202722.53183055,444055.07069569,2026-04-16 03:03:03,U,20,영업중,2026-04-15 17:45:20,2024-04-08,,서울특별시 강남구 역삼동 823 삼원타워,2024322025014500020,3220000,"서울특별시 강남구 테헤란로 124, 삼원타워 9층 903호 (역삼동)",06234,01,영업/정상,유료,
(주)커리어서치,,법인,201423.148208142,443383.988751089,2026-04-16 03:03:03,U,20,영업중,2026-04-15 09:36:58,2022-01-19,,서울특별시 서초구 서초동 1666-6 RS빌딩,2023321019514500021,3210000,"서울특별시 서초구 서초대로54길 29-18, RS빌딩 3층 301호 (서초동)",06633,01,영업/정상,유료,02-455-6627
(주)피너클써치,,법인,204044.789948927,444529.84042741,2026-04-16 03:03:03,U,20,영업중,2026-04-15 17:52:22,2012-01-13,,서울특별시 강남구 역삼동 707-34 한신인터밸리24빌딩,2012322016314500006,3220000,"서울특별시 강남구 테헤란로 322, 한신인터밸리24빌딩 1408, 1409호 (역삼동)",06211,01,영업/정상,유료,02-410-9500
