건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,페퍼스앤레터스,,203113.876168187,452562.228628963,,비디오물제작업,2026-04-16 22:08:32,I,13,영업중,미디어콘텐츠,84.97,,2026-04-15 09:43:44,,2026-04-15,,서울특별시 동대문구 용두동 *** 래미안 허브리츠 ***동 ***호,CDFF1241072026000006,3050000,,"서울특별시 동대문구 정릉천동로 **, ***동 ***호 (용두동, 래미안 허브리츠)",02567,01,영업/정상,,,,,,
,(주)델로스미디어,,184655.264279055,451864.298152252,,비디오물제작업,2026-04-16 22:08:31,I,13,영업중,영상물제작업,35.6,,2026-04-15 10:35:26,,2026-04-15,,서울특별시 강서구 마곡동 *** 두산더랜드파크 제오에이동 ***호,CDFF1241072026000038,3150000,,"서울특별시 강서구 마곡중앙로 ***-*, 두산더랜드파크 제오에이동 ***호 (마곡동)",07788,01,영업/정상,,,,,,
,주식회사 엠앤씨이노베이션,,187142.520159168,450809.366186016,,비디오물제작업,2026-04-16 22:08:31,I,13,영업중,동영상 및 비디오물 제작,85.05,,2026-04-15 13:11:01,,2026-04-15,,서울특별시 강서구 등촌동 ***-* ***호,CDFF1241072026000039,3150000,,"서울특별시 강서구 화곡로**길 **, ***호 (등촌동)",07548,01,영업/정상,,,,070-4820-0413,,
사무실,비로컬 주식회사,,199285.043158468,443069.163643001,,비디오물제작업,2026-04-16 22:08:30,I,13,영업중,영상물제작,14,,2026-04-15 14:47:55,,2024-07-16,,서울특별시 서초구 방배동 ***-* 유중문화재단,CDFF1241072026000032,3210000,준주거지역,"서울특별시 서초구 방배로 ***, 유중문화재단 *층 ***호 (방배동)",06586,01,영업/정상,기타,,,,,
,주식회사 달팩토리,,201716.685551826,446198.26983211,,비디오물제작업,2026-04-16 22:08:39,I,13,영업중,동영상,40,,2026-04-15 17:17:06,,2026-04-15,,서울특별시 강남구 신사동 ***-* 다복빌딩,CDFF1241072026000083,3220000,,"서울특별시 강남구 강남대로***길 **, 다복빌딩 *층 에프**호 (신사동)",06035,01,영업/정상,,,,02-6956-3600,,
,모비두 주식회사,,209035.875632195,445898.643365404,,비디오물제작업,2026-04-16 22:08:32,I,13,영업중,"라이브, 숏폼 영상 취급",1428.84,,2026-04-15 15:48:45,,2026-04-15,,서울특별시 송파구 신천동 *-** 한국루터회관,CDFF1241072026000012,3230000,,"서울특별시 송파구 올림픽로**다길 **, 한국루터회관 **층 (신천동)",05510,01,영업/정상,,,,02-6425-0153,,
,(주)길이잇다,,166133.310704021,441550.300410488,,비디오물제작업,2026-04-16 22:38:41,I,13,영업중,비디오영상,16,,2026-04-15 16:43:52,,2026-04-15,,인천광역시 중구 북성동*가 **-**,CDFF1241072026000003,3490000,,"인천광역시 중구 차이나타운로**번길 **, *층 (북성동*가)",22312,01,영업/정상,,,,,,
,주식회사 시퀀스웍스,,176828.924597791,448564.776721036,,비디오물제작업,2026-04-16 22:38:37,I,13,영업중,"유튜브 영상, 사기업 외주영상, 공공기관 홍보영상 등",1.65,,2026-04-15 09:47:55,,2026-04-15,,인천광역시 계양구 용종동 ***-* 새롬*차프라자,CDFF1241072026000001,3550000,,"인천광역시 계양구 오조산로 **, 새롬*차프라자 *층 ***-제이*호 (용종동)",21065,01,영업/정상,,,,,,
,진심컴퍼니,,203250.747190798,471886.491623966,,비디오물제작업,2026-04-16 21:38:31,I,13,영업중,광고 영상·콘텐츠 등,114.96,,2026-04-15 11:09:28,,2026-04-15,,경기도 의정부시 가능동 ***-* 의정부 SK VIEW,CDFF1241072026000002,3820000,,"경기도 의정부시 신촌로 **-*, ***동 ***호 (가능동, 의정부 SK VIEW)",11680,01,영업/정상,,,,,,
,헤이지 엔터테인먼트,,181265.155,462107.54,,비디오물제작업,2026-04-16 21:08:31,I,13,영업중,영상제작(비디오),98.28,,2026-04-15 15:00:15,,2026-04-15,,경기도 고양시 일산동구 마두동 ***,CDFF1241072026000050,3940000,,"경기도 고양시 일산동구 산두로 **-*, 지하*층 (마두동)",10412,01,영업/정상,,,,,,
,주식회사 다츠앤,,218170.620888902,450511.953281232,,비디오물제작업,2026-04-16 21:38:34,I,13,영업중,비디오물,176,,2026-04-15 09:02:45,,2026-04-15,,경기도 하남시 덕풍동 ***-* 현대지식산업센터 한강미사,CDFF1241072026000008,4040000,,"경기도 하남시 미사대로 ***, 현대지식산업센터 한강미사 *층 ***, ***호 (덕풍동)",12925,01,영업/정상,,,,,,
,주식회사 코코하바나,,262736.467652193,485968.415714362,,비디오물제작업,2026-04-16 21:08:31,I,13,영업중,홍보영상,15.9,3,2026-04-15 10:50:05,,2026-04-15,,강원특별자치도 춘천시 근화동 ***-*,CDFF1241072026000005,4181000,,"강원특별자치도 춘천시 중앙로 ***, *층 (근화동)",24246,01,영업/정상,,,,,,
