건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,한실수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,양실수
0,,0,하이스테이 종로 1233,여관업,,,,,201956.888133032,452755.072729623,2026-04-16 03:03:03,U,01,영업,,20,2026-04-15 11:42:24,1988-07-21,488.00,110-827,서울특별시 종로구 숭인동 1233,N,,3000000-201-1988-00156,3000000,서울특별시 종로구 보문로 15-1 (숭인동),03111,01,영업/정상,여관업,02-235-2641,1,0,5,0,0
0,자가,0,남산스토리 나인,관광호텔,,,,,198229.100381804,450386.97375941,2026-04-16 03:03:03,U,01,영업,0,0,2026-04-15 09:29:25,2024-06-20,491.41,100-873,서울특별시 중구 회현동1가 100-104,N,0,3010000-201-2024-00006,3010000,"서울특별시 중구 퇴계로8길 93, 1-4층 (회현동1가)",04633,01,영업/정상,관광호텔,,1,0,4,0,9
0,,0,록수,여관업,,,,,195933.125156914,449431.945466531,2026-04-16 03:03:03,U,01,영업,,13,2026-04-15 10:12:02,1971-09-10,69.96,121-803,서울특별시 마포구 공덕동 242-46,N,,3130000-201-1971-00014,3130000,서울특별시 마포구 마포대로12길 37 (공덕동),04211,01,영업/정상,여관업,02-712-0011,0,0,0,0,0
18,,5,위코스테이 강남,숙박업(생활),,,,,201036.631861637,442668.649726901,2026-04-16 03:03:03,U,01,영업,0,0,2026-04-15 15:16:39,2023-09-14,"3,145.76",137-876,서울특별시 서초구 서초동 1591-8,Y,0,3210000-214-2023-00003,3210000,서울특별시 서초구 반포대로16길 30 (서초동),06652,01,영업/정상,숙박업(생활),,0,0,0,0,92
0,자가,0,어썸호텔,여관업,,,,,174335.56543129,440282.153653072,2026-04-16 03:03:03,U,01,영업,,2,2026-04-15 09:30:41,1994-01-20,596.45,405-802,인천광역시 남동구 간석동 168-4,N,,3530000-201-1994-00007,3530000,"인천광역시 남동구 석촌로46번길 31, B1 일부, 1~5층 (간석동)",21544,01,영업/정상,여관업,032-426-5008,0,0,0,0,21
0,,0,사랑방파크,여인숙업,,,,,213472.383125207,437794.803262592,2026-04-16 03:03:03,U,01,영업,,9,2026-04-15 17:05:01,1988-06-01,41.52,462-835,경기도 성남시 중원구 중앙동 412,N,,3800000-201-1988-00018,3780000,경기도 성남시 중원구 광명로 239-7 (중앙동),13248,01,영업/정상,여인숙업,031-742-5331,0,0,0,0,0
6,자가,1,호텔24블럭,여관업,,,,,202565.038227936,417541.255082379,2026-04-16 03:03:03,U,01,영업,,0,2026-04-15 14:22:57,2003-12-03,"1,456.02",441-822,경기도 수원시 권선구 권선동 1013-24,N,,3760000-201-2003-00021,3740000,경기도 수원시 권선구 권선로699번길 24-27 (권선동),16571,01,영업/정상,여관업,031-222-2917,1,0,6,0,34
5,,1,넘버25인천서구점,여관업,,,,,171140.525352035,449218.712349808,2026-04-16 03:03:03,U,01,영업,,9,2026-04-15 09:10:45,1997-09-26,893.90,404-833,인천광역시 서구 심곡동 245-10,N,,3560000-201-2003-00002,3560000,인천광역시 서구 서곶로301번길 22 (심곡동),22726,01,영업/정상,여관업,032-562-0511,1,0,5,0,26
0,,0,켈리포니아모텔,여관업,,,,,149331.486356977,466281.120561436,2026-04-16 03:03:03,U,01,영업,,0,2026-04-15 10:47:45,1995-09-07,781.00,417-851,인천광역시 강화군 양도면 인산리 257-2,N,,3570000-201-1995-00021,3570000,인천광역시 강화군 양도면 중앙로 851,23055,01,영업/정상,여관업,032-937-8004,0,0,0,0,27
4,임대,0,로마모텔,여관업,,,,,158897.285589292,457809.659023607,2026-04-16 03:03:03,U,01,영업,,0,2026-04-15 10:49:02,2007-10-23,659.49,417-843,인천광역시 강화군 길상면 초지리 1325-51,N,,3570000-201-2007-00005,3570000,인천광역시 강화군 길상면 해안남로 77-14,23052,01,영업/정상,여관업,032-937-2526,2,0,3,0,21
0,임대,0,수모텔,여관업,,,,,154607.935131343,471656.909034145,2026-04-16 03:03:03,U,01,영업,0,9,2026-04-15 10:48:47,2020-10-14,456.23,417-943,인천광역시 강화군 강화읍 신문리 3-8,N,0,3570000-201-2020-00004,3570000,인천광역시 강화군 강화읍 강화대로393번길 8-1,23035,01,영업/정상,여관업,032-934-9735,0,0,0,0,7
3,,1,서울장여관,여관업,,,,,154595.845268243,471670.775307442,2026-04-16 03:03:03,U,01,영업,0,11,2026-04-15 10:48:12,2023-12-01,384.00,417-943,인천광역시 강화군 강화읍 신문리 3-7 서울장여관,N,0,3570000-201-2023-00003,3570000,인천광역시 강화군 강화읍 강화대로403번길 5-2,23035,01,영업/정상,여관업,032-934-2177,1,0,3,0,9
0,,0,STAY 535,숙박업(생활),,,,,145573.041409319,457740.412161199,2026-04-16 03:03:03,U,01,영업,0,0,2026-04-15 10:55:58,2025-07-28,149.51,417-863,인천광역시 강화군 화도면 장화리 535,N,0,3570000-214-2025-00004,3570000,인천광역시 강화군 화도면 해안남로2410번길 29,23061,01,영업/정상,숙박업(생활),,,,,,2
